brand,model,model_year,milage,fuel_type,ext_col,int_col,accident,horse_power,displacement_L,cylinder,transmission_clean
land,Rover Range,2008,140600,gasoline,Red,Beige,None reported,390.0,4.2,8.0,Automatic
land,Rover Defender,2020,29700,hybrid,Green,Black,None reported,395.0,3.0,6.0,Automatic
lexus,Rx 350,2009,178000,gasoline,Gray,Gray,Accident Reported,270.0,3.5,6.0,Automatic
audi,A4 2.0T,2014,90236,e85 flex fuel,Gray,Black,None reported,220.0,2.0,4.0,unknown
lexus,Lc 500,2020,37869,gasoline,Atomic Silver,Rioja Red,None reported,310.0,5.0,6.0,Automatic
ford,Transit Connect,2015,194454,gasoline,White,Black,None reported,169.0,2.5,4.0,Automatic
ram,2500 Big,2018,27839,gasoline,Granite Crystal Clearcoat Metallic,Diesel Gray / Black,None reported,310.0,6.4,6.0,Automatic
mazda,Mx-5 Miata,2022,7250,gasoline,Gray,Black,None reported,181.0,2.0,4.0,Manual
bmw,335 I,2011,91500,gasoline,Blue,Beige,Accident Reported,300.0,3.0,6.0,Automatic
chevrolet,Camaro 2Ss,2022,22000,gasoline,Blue,Black,None reported,455.0,6.2,8.0,Manual
chevrolet,Camaro 1Ss,2021,15000,gasoline,Blue,Gray,None reported,455.0,6.2,8.0,Manual
bmw,X5 Xdrive40I,2021,41000,hybrid,White,Black,None reported,335.0,3.0,6.0,Automatic
toyota,Tundra Sr5,2016,119000,gasoline,Red,Black,None reported,381.0,5.7,8.0,Automatic
chevrolet,Silverado 1500,2017,58816,gasoline,Black,Jet Black,None reported,310.0,5.3,6.0,Automatic
lexus,Nx 300,2021,6449,gasoline,Silver,Black,Accident Reported,310.0,2.0,6.0,Automatic
mercedes-benz,E-Class E,2016,49643,gasoline,White,Black,Accident Reported,402.0,4.7,8.0,Automatic
dodge,Ram 1500,2007,36500,gasoline,Blue,Gray,None reported,210.0,3.7,6.0,Automatic
hyundai,Santa Fe,2021,35550,gasoline,Twilight Black,Black,Accident Reported,310.0,2.5,6.0,Automatic
jeep,Gladiator Sport,2021,15520,gasoline,Sting Gray Clearcoat,Black,None reported,310.0,3.6,6.0,Automatic
chevrolet,Suburban Premier,2019,44800,gasoline,Black,Black,None reported,420.0,6.2,8.0,Automatic
mercedes-benz,Slk-Class Slk,2012,44000,gasoline,Gray,White,Accident Reported,302.0,3.5,6.0,unknown
gmc,Canyon Denali,2019,26339,gasoline,Red,Black,Accident Reported,308.0,3.6,6.0,Automatic
lexus,Rx 350,2022,14330,gasoline,Black,Red,None reported,310.0,3.5,6.0,Automatic
bmw,M3 Base,2015,74000,gasoline,Gray,Black,None reported,425.0,3.0,6.0,Manual
land,Rover Discovery,2003,121886,gasoline,White,Beige,Accident Reported,217.0,4.6,8.0,Automatic
nissan,370Z Nismo,2010,29000,gasoline,Silver,–,None reported,350.0,3.7,6.0,Manual
audi,Q8 55,2021,14750,hybrid,Silver,Black,None reported,335.0,3.0,6.0,unknown
mini,Cooper S,2007,45000,gasoline,Yellow,Black,None reported,172.0,1.6,4.0,Manual
chevrolet,Traverse Ls,2022,32117,gasoline,Northsky Blue Metallic,Jet Black,None reported,310.0,3.6,6.0,Automatic
tesla,Model 3,2022,12080,unknown,Black,Black,None reported,271.0,3.5,6.0,Automatic
ram,2500 Big,2016,89500,gasoline,Black,Gray,None reported,410.0,6.4,8.0,Automatic
audi,R8 4.2,2011,35322,gasoline,Phantom Black Pearl Effect / Black Roof,Red,None reported,310.0,4.2,6.0,Manual
chevrolet,Tahoe Lt,2021,71536,gasoline,Black,Jet Black,None reported,310.0,5.3,6.0,Automatic
cadillac,Escalade Esv,2007,191900,gasoline,Black,Black,Accident Reported,403.0,6.2,8.0,Automatic
mercedes-benz,Gls 450,2018,62808,gasoline,Black,–,Accident Reported,310.0,3.0,6.0,Automatic
chevrolet,Camaro 1Lt,2019,9111,gasoline,Summit White,Jet Black,None reported,310.0,3.6,6.0,Automatic
mazda,Mx-5 Miata,2003,46873,gasoline,Gray,Blue,None reported,142.0,1.8,4.0,Manual
ford,F-350 Lariat,2018,66281,diesel,Gray,Black,None reported,450.0,6.7,8.0,unknown
ford,F-250 Xl,2014,35900,e85 flex fuel,Blue,Gray,Accident Reported,385.0,6.2,8.0,unknown
land,Rover Range,2019,41200,gasoline,Black,Black,None reported,380.0,3.0,6.0,unknown
mercedes-benz,Gla-Class Gla,2015,61675,gasoline,Gray,Black,Accident Reported,208.0,2.0,4.0,unknown
lexus,Gx 460,2015,106000,gasoline,Black,Beige,None reported,301.0,4.6,8.0,Automatic
ford,F-150 Lightning,2022,470,unknown,White,Gray,None reported,563.0,3.5,6.0,Automatic
volkswagen,Beetle 2.0T,2019,35340,gasoline,Black,Gray,None reported,174.0,2.0,4.0,Automatic
jeep,Wrangler Unlimited,2019,23442,gasoline,White,Beige,None reported,285.0,3.6,6.0,Automatic
honda,Civic Ex,2020,13935,gasoline,Gray,Black,None reported,174.0,1.5,4.0,CVT
subaru,Legacy 2.5I,2015,68860,gasoline,Silver,Beige,Accident Reported,175.0,2.5,4.0,CVT
chrysler,300 S,2012,53000,gasoline,Black,Black,Accident Reported,292.0,3.6,6.0,unknown
mercedes-benz,E-Class 400E,1993,106983,unknown,White,Gray,None reported,310.0,3.5,6.0,Automatic
mercedes-benz,E-Class D,1993,70015,unknown,Gray,Gray,None reported,310.0,3.5,6.0,Automatic
mercedes-benz,E-Class E,2014,78500,gasoline,Silver,Black,Accident Reported,302.0,3.5,6.0,Automatic
chevrolet,Tahoe Lt,2011,92530,e85 flex fuel,Red,Black,Accident Reported,320.0,5.3,8.0,Automatic
subaru,Wrx Limited,2015,76000,gasoline,Blue,Black,None reported,268.0,2.0,4.0,Manual
chevrolet,Corvette Stingray,2020,8974,gasoline,Orange,Black,Accident Reported,490.0,6.2,8.0,Automatic
toyota,Rav4 Se,2016,108130,gasoline,Gray,Orange,None reported,176.0,2.5,4.0,unknown
toyota,Camry Solara,2000,245000,gasoline,Black,Beige,Accident Reported,200.0,3.0,6.0,Automatic
land,Rover Range,2017,95212,gasoline,Brown,Beige,None reported,340.0,3.0,6.0,Automatic
chevrolet,Corvette Stingray,2023,9000,gasoline,Blue,Black,None reported,490.0,6.2,8.0,Automatic
mercedes-benz,E-Class E,2022,9006,gasoline,Black,Black,None reported,255.0,2.0,4.0,Automatic
bmw,330 I,2017,63150,gasoline,White,Beige,None reported,248.0,2.0,4.0,Automatic
porsche,911 Carrera,2013,18494,gasoline,Black,Black,None reported,400.0,3.8,6.0,Manual
ford,Expedition Xlt,2007,123921,gasoline,White,Beige,None reported,300.0,5.4,8.0,Automatic
volkswagen,Golf R,2023,633,gasoline,White,Black,None reported,315.0,2.0,4.0,Manual
toyota,Fj Cruiser,2014,92000,gasoline,Beige,Black,None reported,260.0,4.0,6.0,Automatic
toyota,Supra A91,2021,6400,gasoline,Gray,Black,None reported,382.0,3.0,6.0,unknown
lexus,Rc 350,2015,73800,gasoline,Black,Black,None reported,310.0,3.5,6.0,Automatic
mercedes-benz,E-Class E,2014,76500,gasoline,Silver,Black,None reported,302.0,3.5,6.0,Automatic
bmw,330 I,2017,75000,gasoline,Blue,Black,None reported,248.0,2.0,4.0,Automatic
nissan,Maxima Sl,2007,101600,gasoline,Silver,Black,None reported,255.0,3.5,6.0,Automatic
nissan,Quest Sl,2011,185000,gasoline,White,Gray,Accident Reported,260.0,3.5,6.0,Automatic
bentley,Arnage R,2003,55050,gasoline,Gray,Gray,None reported,400.0,6.75,8.0,Automatic
toyota,Camry Solara,2007,37216,gasoline,Red,Beige,Accident Reported,210.0,3.3,6.0,Automatic
audi,Rs 4,2008,146500,gasoline,Red,Black,Accident Reported,420.0,4.2,8.0,Manual
audi,A8 L,2019,35580,hybrid,Black,Black,None reported,335.0,3.0,6.0,Automatic
hyundai,Santa Fe,2018,45800,gasoline,Silver,Black,Accident Reported,240.0,2.0,4.0,Automatic
bmw,X5 M50I,2023,13735,gasoline,Black Sapphire Metallic,Black,None reported,310.0,4.4,6.0,Automatic
ram,1500 Rebel,2021,32000,hybrid,White,Black,None reported,395.0,5.7,8.0,Automatic
audi,Rs Q8,2020,41856,gasoline,Gray,Black,None reported,591.0,4.0,8.0,unknown
ford,F-250 Lariat,2019,80200,e85 flex fuel,White,Black,None reported,385.0,6.2,8.0,Automatic
audi,Sq5 3.0T,2018,25000,gasoline,Gray,Black,None reported,354.0,3.0,6.0,Automatic
dodge,Durango Gt,2022,15592,gasoline,DB Black Clearcoat,Black,None reported,310.0,3.6,6.0,Automatic
ford,F-250 Lariat,2021,42245,diesel,Agate Black Metallic,Black,None reported,310.0,6.7,6.0,Automatic
bmw,X5 Phev,2023,15736,plug-in hybrid,Blue,Brown,None reported,389.0,3.0,6.0,Automatic
mazda,Mazda3 I,2015,91700,gasoline,Red,Black,None reported,155.0,2.0,4.0,Automatic
chevrolet,Camaro 2Ss,2017,13465,gasoline,White,Black,None reported,455.0,6.2,8.0,Automatic
cadillac,Cts 2.0L,2019,35566,gasoline,White,Beige,Accident Reported,265.0,2.0,4.0,Automatic
porsche,Cayenne Diesel,2014,86818,diesel,Silver,Black,None reported,240.0,3.0,6.0,unknown
audi,S6 4.0T,2018,61258,gasoline,White,Black,None reported,450.0,4.0,8.0,Automatic
dodge,Magnum Base,2006,133255,gasoline,Silver,Gray,None reported,250.0,3.5,6.0,Automatic
cadillac,Escalade Luxury,2012,114500,e85 flex fuel,Black,Black,None reported,403.0,6.2,8.0,Automatic
gmc,Yukon Slt,2010,194500,e85 flex fuel,White,Beige,Accident Reported,320.0,5.3,8.0,Automatic
cadillac,Cts 2.0L,2014,110000,gasoline,Gold,Beige,None reported,272.0,2.0,4.0,Automatic
volkswagen,Jetta Gli,2014,99499,gasoline,Black,Black,Accident Reported,210.0,2.0,4.0,unknown
jeep,Wrangler Sport,2020,26315,gasoline,Black Clearcoat,Black,None reported,310.0,2.0,6.0,Automatic
chevrolet,Silverado 1500,2020,26177,gasoline,Shadow Gray Metallic,Jet Black,None reported,310.0,5.3,6.0,Automatic
toyota,Celica Gt,2001,122000,gasoline,Blue,Gray,None reported,140.0,1.8,4.0,Manual
gmc,Yukon Sle,2015,112552,gasoline,Onyx Black,Jet Black,Accident Reported,310.0,5.3,6.0,Automatic
land,Rover Range,2018,42125,gasoline,White,Black,None reported,237.0,2.0,4.0,unknown
jeep,Gladiator Rubicon,2022,8794,gasoline,White,Black,None reported,285.0,3.6,6.0,Automatic
volkswagen,Golf Sportwagen,2017,33850,gasoline,Blue,Beige,None reported,170.0,1.8,4.0,Automatic
land,Rover Range,2017,67000,gasoline,Gray,Beige,None reported,340.0,3.0,6.0,Automatic
porsche,Panamera 4,2022,10627,gasoline,Chalk,BLACK,None reported,310.0,2.9,6.0,Automatic
lexus,Is 250C,2010,68500,gasoline,Black,Beige,None reported,204.0,2.5,6.0,Manual
chrysler,300 Touring,2020,23152,gasoline,White,White,None reported,292.0,3.6,6.0,Automatic
ford,F-250 King,2015,97700,diesel,Black,–,None reported,440.0,6.7,8.0,Automatic
hyundai,Kona N,2023,654,gasoline,Ultra Black,Black,None reported,310.0,2.0,6.0,Automatic
chevrolet,Corvette Stingray,2019,7033,gasoline,White,Black,None reported,460.0,6.2,8.0,Automatic
nissan,Cube 1.8,2010,72500,gasoline,Brown,Black,None reported,122.0,1.8,4.0,Manual
mercedes-benz,E-Class E,2013,81000,gasoline,Gray,Beige,Accident Reported,302.0,3.5,6.0,Automatic
bmw,X6 Xdrive40I,2020,45076,gasoline,Blue,Black,None reported,310.0,3.0,6.0,Automatic
toyota,Camry Solara,2006,159890,gasoline,Blue,Gray,Accident Reported,225.0,3.3,6.0,Automatic
porsche,911 Carrera,2010,61600,gasoline,Black,Black,None reported,345.0,3.6,6.0,Automatic
audi,A3 2.0T,2018,39600,gasoline,White,Black,None reported,220.0,2.0,4.0,unknown
bmw,X6 M,2018,48000,gasoline,Blue,Black,None reported,567.0,4.4,8.0,Automatic
chevrolet,Silverado 1500,2020,88161,gasoline,Iridescent Pearl Tricoat,Jet Black,Accident Reported,310.0,6.2,6.0,Automatic
land,Rover Range,2018,104700,gasoline,Fuji White,Ivory / Ebony,Accident Reported,310.0,3.5,6.0,Automatic
bmw,330E Iperformance,2017,41550,plug-in hybrid,Silver,Black,None reported,247.0,2.0,4.0,unknown
infiniti,G37 X,2009,158564,gasoline,Blue,Beige,None reported,328.0,3.7,6.0,Automatic
lexus,Rx 350,2011,187450,gasoline,Silver,Beige,Accident Reported,275.0,3.5,6.0,Automatic
chrysler,Town &,2012,163500,e85 flex fuel,Gray,Beige,None reported,283.0,3.6,6.0,Automatic
subaru,Outback 2.5I,2014,157530,gasoline,Twilight Blue Metallic,Black,Accident Reported,310.0,2.5,6.0,CVT
mitsubishi,Lancer De,2009,143346,gasoline,Black,Black,Accident Reported,152.0,2.0,4.0,Manual
porsche,Macan S,2022,20250,gasoline,White,Beige,None reported,375.0,2.9,6.0,Automatic
volvo,C70 T5,2011,199000,gasoline,Red,Beige,Accident Reported,227.0,2.5,5.0,unknown
nissan,Pathfinder S,2020,41250,gasoline,White,–,None reported,284.0,3.5,6.0,CVT
bmw,M3 Base,2006,95450,gasoline,Gray,Gray,Accident Reported,333.0,3.2,6.0,Manual
land,Rover Defender,2021,13970,hybrid,Gray,Black,None reported,395.0,3.0,6.0,Automatic
bentley,Continental Gt,2009,57800,gasoline,Blue,Beige,None reported,600.0,6.0,12.0,Automatic
toyota,Land Cruiser,2016,50361,gasoline,Silver,Black,None reported,310.0,5.7,6.0,Automatic
bmw,X7 Xdrive40I,2022,8000,hybrid,Blue,Brown,None reported,335.0,3.0,6.0,Automatic
mini,Hardtop Cooper,2016,43073,gasoline,Volcanic Orange,Carbon Black,None reported,310.0,2.0,6.0,Automatic
jeep,Wrangler Sahara,2020,22138,gasoline,Black,Black,None reported,310.0,3.6,6.0,Automatic
chevrolet,Camaro 2Ss,2012,60345,gasoline,Yellow,Black,None reported,400.0,6.2,8.0,Automatic
chevrolet,Suburban Rst,2022,21400,diesel,Gray,Black,None reported,277.0,3.0,6.0,Automatic
ford,Focus Se,2014,60109,e85 flex fuel,Gray,Black,None reported,160.0,2.0,4.0,Automatic
chevrolet,Express 1500,2011,93009,e85 flex fuel,Summit White,Medium Pewter,None reported,310.0,5.3,6.0,Automatic
tesla,Model Y,2020,23100,unknown,Blue,White,None reported,425.0,3.5,6.0,Automatic
chevrolet,Camaro 2Lt,2017,24000,gasoline,Yellow,Black,None reported,335.0,3.6,6.0,Manual
infiniti,Q50 Hybrid,2015,88900,hybrid,Black,Black,None reported,354.0,3.5,6.0,Automatic
land,Rover Discovery,2020,21240,gasoline,White,Black,None reported,310.0,2.0,6.0,Automatic
ford,Shelby Gt350,2018,18515,gasoline,White,Black,Accident Reported,526.0,5.2,8.0,Manual
mazda,Mazda3 Touring,2018,28333,gasoline,Blue,Black,None reported,184.0,2.5,4.0,unknown
acura,Ilx 2.4L,2016,136397,gasoline,Silver,Ebony.,None reported,310.0,2.4,6.0,unknown
mercedes-benz,Cla-Class Cla,2016,42750,gasoline,Black,Black,Accident Reported,208.0,2.0,4.0,unknown
toyota,Sequoia Limited,2012,150900,gasoline,Black,Gray,None reported,381.0,5.7,8.0,Automatic
honda,S2000 Cr,2008,44300,gasoline,Yellow,Black,None reported,237.0,2.2,4.0,Manual
mercedes-benz,Gls 450,2019,19800,gasoline,Silver,Black,None reported,362.0,3.0,6.0,Automatic
chrysler,300 Touring,2021,21478,gasoline,Silver Mist,Black,None reported,310.0,3.6,6.0,Automatic
chevrolet,Suburban High,2021,59528,gasoline,Satin Steel Metallic,Jet Black,None reported,310.0,6.2,6.0,Automatic
lincoln,Navigator L,2019,64855,gasoline,Silver,Beige,None reported,450.0,3.5,6.0,Automatic
mazda,Mazdaspeed Miata,2004,33362,gasoline,Silver,Black,Accident Reported,178.0,1.8,4.0,Manual
honda,S2000 Base,2002,110500,gasoline,Yellow,Red,None reported,240.0,2.0,4.0,Manual
audi,A6 55,2020,25300,hybrid,White,Beige,None reported,335.0,3.0,6.0,Automatic
kia,Rio S,2021,67686,gasoline,Silver,Black,None reported,120.0,1.6,4.0,Automatic
bmw,328 I,2015,109330,gasoline,Black,Beige,None reported,240.0,2.0,4.0,Automatic
volkswagen,Golf Gti,2018,70500,gasoline,White,Black,None reported,220.0,2.0,4.0,unknown
honda,Accord Ex-L,2019,40069,gasoline,White,Black,Accident Reported,252.0,2.0,4.0,Automatic
mitsubishi,Lancer Evolution,2011,94500,gasoline,White,Black,None reported,291.0,2.0,4.0,unknown
cadillac,Xt5 Premium,2021,66500,gasoline,Silver,Black,None reported,310.0,3.6,6.0,Automatic
bmw,X3 Xdrive28I,2015,92984,gasoline,White,Beige,Accident Reported,240.0,2.0,4.0,unknown
chevrolet,Corvette Base,2007,4048,gasoline,Yellow,Gray,None reported,400.0,6.0,8.0,Manual
ford,E250 Cargo,2013,87501,e85 flex fuel,White,Gray,Accident Reported,225.0,4.6,8.0,Automatic
mercedes-benz,Sl-Class Sl550,2009,60100,gasoline,Black,Black,None reported,382.0,5.5,8.0,Automatic
gmc,Sierra 1500,2022,24900,gasoline,Black,Black,None reported,310.0,2.7,4.0,Automatic
infiniti,Qx60 Autograph,2022,6000,gasoline,Gold,Brown,None reported,295.0,3.5,6.0,Automatic
ford,F-250 Platinum,2022,6600,gasoline,Blue,Black,Accident Reported,430.0,7.3,8.0,Automatic
mazda,Cx-30 Premium,2021,45303,gasoline,Snowflake White Pearl,White / Brown,None reported,310.0,2.5,6.0,Automatic
chevrolet,Avalanche 1500,2007,75124,e85 flex fuel,Red,Gray,None reported,310.0,5.3,8.0,Automatic
bmw,Z4 Sdrive28I,2016,59000,gasoline,Black,Beige,None reported,240.0,2.0,4.0,Automatic
ford,F-150 Raptor,2021,32957,gasoline,Oxford White,Black,None reported,310.0,3.5,6.0,Automatic
ford,F-250 Xl,1993,115000,unknown,Red,Gray,None reported,310.0,3.5,6.0,Automatic
ford,Explorer Limited,2017,152000,gasoline,Gray,Black,None reported,290.0,3.5,6.0,Automatic
porsche,Boxster Base,1997,132800,gasoline,Red,Beige,None reported,201.0,2.5,6.0,Manual
land,Rover Range,2019,75897,gasoline,Black,Black,None reported,310.0,2.0,6.0,Automatic
bmw,750 Li,2007,114528,gasoline,Black,Black,None reported,360.0,4.8,8.0,Automatic
ford,F-150 Xlt,2018,72393,gasoline,Black,Black,None reported,325.0,2.7,6.0,Automatic
audi,A5 2.0T,2011,92203,gasoline,Red,Beige,None reported,211.0,2.0,4.0,unknown
subaru,Outback Limited,2021,15636,gasoline,Crystal Black Silica,Black,None reported,310.0,2.5,6.0,CVT
chrysler,200 C,2015,170000,e85 flex fuel,Silver,Black,Accident Reported,295.0,3.6,6.0,Automatic
toyota,Tundra 1794,2020,67400,gasoline,Black,Brown,None reported,381.0,5.7,8.0,Automatic
ford,Edge Titanium,2017,113294,gasoline,Gray,Black,Accident Reported,245.0,2.0,4.0,Automatic
lincoln,Mkz Base,2011,83765,gasoline,Black,Black,None reported,263.0,3.5,6.0,Automatic
chrysler,300C Srt8,2006,43000,gasoline,Silver,Black,Accident Reported,425.0,6.1,8.0,Automatic
ford,F-250 Lariat,2015,94634,e85 flex fuel,White,Black,Accident Reported,385.0,6.2,8.0,Automatic
porsche,911 Carrera,2007,42635,gasoline,Blue,Blue,None reported,355.0,3.8,6.0,unknown
ford,Expedition El,2017,182000,gasoline,Black,Black,Accident Reported,365.0,3.5,6.0,Automatic
jeep,Grand Cherokee,2022,31700,gasoline,Gray,Black,None reported,293.0,3.6,6.0,Automatic
subaru,Forester Premium,2021,42125,gasoline,Crystal Black Silica,Black,None reported,310.0,2.5,6.0,CVT
chevrolet,Tahoe Rst,2023,39517,gasoline,Black,Jet Black,Accident Reported,310.0,5.3,6.0,Automatic
jeep,Wrangler X,2004,44000,gasoline,Green,Green,Accident Reported,190.0,4.0,6.0,Manual
mercedes-benz,S-Class S,2016,78101,gasoline,Black,Black,None reported,449.0,4.7,8.0,Automatic
lexus,Es 350,2016,53900,gasoline,Red,Beige,None reported,268.0,3.5,6.0,Automatic
kia,Telluride Sx,2021,24423,gasoline,Black,Black,None reported,310.0,3.8,6.0,Automatic
cadillac,Escalade Premium,2013,113395,e85 flex fuel,Beige,Beige,Accident Reported,403.0,6.2,8.0,Automatic
toyota,Camry Solara,2007,138000,gasoline,White,Beige,None reported,210.0,3.3,6.0,Automatic
mercedes-benz,Glc 300,2021,12771,gasoline,Black,–,None reported,310.0,2.0,6.0,Automatic
audi,Q7 3.0T,2014,96273,gasoline,Silver,Black,Accident Reported,280.0,3.0,6.0,Automatic
ford,Explorer St,2022,14361,gasoline,Black,Black,None reported,400.0,3.0,6.0,Automatic
tesla,Model Y,2020,19800,unknown,White,White,None reported,425.0,3.5,6.0,Automatic
jeep,Gladiator Overland,2020,4000,gasoline,Silver,Black,None reported,285.0,3.6,6.0,Automatic
porsche,Macan S,2020,28570,gasoline,White,Black,None reported,310.0,3.0,6.0,Automatic
cadillac,Cts Performance,2010,105760,gasoline,Black,Black,None reported,270.0,3.0,6.0,Automatic
ford,Mustang Base,1998,63900,gasoline,White,Gray,None reported,150.0,3.8,6.0,Automatic
chevrolet,Tahoe Ltz,2015,102200,gasoline,Silver,Black,None reported,355.0,5.3,8.0,Automatic
mercedes-benz,Metris Base,2018,58350,gasoline,Black,Black,None reported,208.0,2.0,4.0,Automatic
mercedes-benz,S-Class S,2015,20394,gasoline,Black,Black,Accident Reported,310.0,5.5,6.0,Automatic
ford,Mustang Base,2008,119000,gasoline,White,Black,Accident Reported,210.0,4.0,6.0,Automatic
ford,Mustang Gt,2011,101000,gasoline,Red,Black,None reported,412.0,5.0,8.0,Manual
ram,1500 Slt,2017,45000,gasoline,Black,Gray,None reported,395.0,5.7,8.0,Automatic
kia,Seltos S,2021,16100,gasoline,Blue,Black,None reported,146.0,2.0,4.0,Automatic
land,Rover Range,2019,65019,gasoline,Black,Beige,None reported,340.0,3.0,6.0,Automatic
bmw,Z4 Sdrive28I,2015,57550,gasoline,Black,White,None reported,240.0,2.0,4.0,Manual
hummer,H3 Base,2006,118000,gasoline,Gray,Black,None reported,220.0,3.5,5.0,Automatic
audi,Q5 2.0T,2017,81880,e85 flex fuel,Mythos Black Metallic,Black,None reported,310.0,2.0,6.0,Automatic
acura,Mdx W/Technology,2022,30177,gasoline,Majestic Black Pearl,Espresso,None reported,310.0,3.5,6.0,unknown
cadillac,Xts Luxury,2019,54002,gasoline,Black,Beige,Accident Reported,304.0,3.6,6.0,Automatic
mercedes-benz,Amg C,2017,54500,gasoline,White,Black,None reported,362.0,3.0,6.0,Automatic
ford,Mustang Gt,2014,37060,gasoline,Black,Black,None reported,420.0,5.0,8.0,Manual
genesis,G70 2.0T,2023,2046,gasoline,Green,Gray,None reported,252.0,2.0,4.0,Automatic
hyundai,Veloster Base,2013,800,gasoline,Black,Gray,None reported,132.0,1.6,4.0,unknown
ford,Explorer Xlt,2014,127558,gasoline,Green,Charcoal Black,None reported,310.0,3.5,6.0,Automatic
nissan,Juke Sl,2012,72639,gasoline,Black,Black,Accident Reported,188.0,1.6,4.0,CVT
mercedes-benz,E-Class E,2017,31000,gasoline,Blue,White,Accident Reported,241.0,2.0,4.0,Automatic
tesla,Model S,2021,20100,unknown,Red,Black,None reported,1020.0,3.5,6.0,Automatic
lexus,Gx 470,2005,114000,gasoline,Silver,Gray,Accident Reported,270.0,4.7,8.0,Automatic
hyundai,Santa Fe,2015,96476,gasoline,White,Gray,None reported,290.0,3.3,6.0,Automatic
lincoln,Navigator Premiere,2018,23500,gasoline,Black,Black,Accident Reported,450.0,3.5,6.0,Automatic
cadillac,Ats 2.5L,2013,63172,gasoline,Black,Black,Accident Reported,202.0,2.5,4.0,Automatic
kia,Telluride Sx,2023,9822,gasoline,Midnight Black,Gray,None reported,310.0,3.8,6.0,Automatic
mercedes-benz,Amg C,2017,60000,gasoline,Gray,Black,Accident Reported,503.0,4.0,8.0,unknown
lincoln,Aviator Reserve,2020,51247,gasoline,Magnetic Gray Clearcoat,Roast,None reported,310.0,3.0,6.0,Automatic
toyota,Fj Cruiser,2007,102000,gasoline,Blue,Black,None reported,239.0,4.0,6.0,Manual
bmw,X1 Sdrive28I,2022,43000,gasoline,Gray,Black,None reported,228.0,2.0,4.0,Automatic
bmw,550 I,2012,68500,gasoline,Black,Black,None reported,400.0,4.4,8.0,unknown
mercedes-benz,A-Class A,2020,30930,gasoline,Midnight Black,Black,None reported,310.0,2.0,6.0,Automatic
bmw,230 I,2019,30000,gasoline,Blue,Beige,Accident Reported,248.0,2.0,4.0,Automatic
chevrolet,Corvette Grand,2019,13100,gasoline,Silver,Red,None reported,460.0,6.2,8.0,Manual
mercedes-benz,E-Class E,2010,67800,gasoline,Black,Black,None reported,268.0,3.5,6.0,Automatic
volvo,S80 T6,2009,97615,gasoline,Black,Gray,None reported,281.0,3.0,6.0,Automatic
toyota,Tacoma Trd,2018,28800,gasoline,–,Black,None reported,310.0,3.5,6.0,Manual
lexus,Rx 350,2017,53649,gasoline,Black,Red,None reported,295.0,3.5,6.0,Automatic
volkswagen,New Beetle,2001,63250,gasoline,Yellow,Yellow,None reported,115.0,2.0,4.0,Automatic
chevrolet,Silverado 1500,2004,185000,gasoline,Red,Gray,Accident Reported,295.0,5.3,8.0,Automatic
nissan,Armada Le,2005,152270,gasoline,Green,Beige,Accident Reported,305.0,5.6,8.0,Automatic
ram,1500 Laramie,2019,107714,gasoline,Diamond Black,Black,None reported,310.0,5.7,6.0,Automatic
ford,F-150 Xlt,2021,25352,gasoline,Gray,Black,None reported,310.0,3.5,6.0,Automatic
ford,F-250 Platinum,2022,4500,gasoline,Black,Black,None reported,430.0,7.3,8.0,Automatic
jeep,Wrangler Unlimited,2010,107000,gasoline,White,Gray,Accident Reported,205.0,3.8,6.0,Automatic
mercedes-benz,C-Class C,2014,42000,gasoline,Gray,Black,None reported,451.0,6.2,8.0,Automatic
mercedes-benz,E-Class E,2014,89563,gasoline,Blue,Black,None reported,302.0,3.5,6.0,Automatic
mercedes-benz,Amg C,2016,40515,gasoline,Black,Black,Accident Reported,310.0,4.0,6.0,Automatic
cadillac,Escalade Esv,2017,134000,gasoline,Gold,Brown,None reported,420.0,6.2,8.0,Automatic
mercedes-benz,Sl-Class Sl,2014,76850,gasoline,Brown,Beige,Accident Reported,429.0,4.7,8.0,Automatic
land,Rover Range,2013,111000,gasoline,Black,Black,Accident Reported,375.0,5.0,8.0,Automatic
lexus,Is 350,2014,104000,gasoline,Black,Black,None reported,306.0,3.5,6.0,Automatic
ford,F-150 Xlt,2018,53500,gasoline,Brown,Beige,Accident Reported,325.0,2.7,6.0,Automatic
bmw,M6 Base,2015,37000,gasoline,Silver,Silver,None reported,560.0,4.4,8.0,unknown
toyota,Corolla Le,2003,124756,gasoline,Beige,Beige,Accident Reported,130.0,1.8,4.0,Manual
volkswagen,Arteon 2.0T,2020,26870,gasoline,Deep Black Pearl Effect,Mistral Gray / Raven,Accident Reported,310.0,2.0,6.0,Automatic
chevrolet,Traverse Premier,2023,11806,gasoline,White,Black,None reported,310.0,3.6,6.0,Automatic
honda,Ridgeline Rtl-E,2021,14442,gasoline,White,Beige,None reported,280.0,3.5,6.0,Automatic
porsche,Cayenne Gts,2013,98413,gasoline,Green,Black,Accident Reported,420.0,4.8,8.0,unknown
bmw,Z4 3.0I,2006,46508,gasoline,Green,Beige,Accident Reported,215.0,3.0,6.0,unknown
bmw,X7 Xdrive40I,2020,45241,gasoline,Blue,Brown,None reported,335.0,3.0,6.0,Automatic
mini,Cooper Base,2003,103726,gasoline,Red,Gray,Accident Reported,115.0,1.6,4.0,Manual
